BookID,Category,CopiesNo,CoverType,FotocopiesNo,ISBN,Includes,Origin,PublicationYear,Publisher,Shelf,Theme,Title
3976,proceedings,1,paperback,0,9783319586335,,cs,2017,springer,,"proceedings of the 6th international conference, duxu 2017, part of hcii2017, vancouver, canada, 9-14 july 2017, part i.","design, user expereince, and usability: theory, methodology, and managemnet, lncs 10288"
3977,proceedings,1,paperback,0,9783319586366,,cs,2017,springer,,"proceedings of the 6th international conference, duxu 2017, part of hcii2017, vancouver, canada, 9-14 july 2017, part ii.","design, user expereince, and usability: designing pleasurable experiences, lncs 10289"
3978,proceedings,1,paperback,0,9783319586397,,cs,2017,springer,,"proceedings of the 6th international conference, duxu 2017, part of hcii2017, vancouver, canada, 9-14 july 2017, part iii.","design, user expereince, and usability: understanding users and contexts, lncs 10290"
3979,proceedings,1,paperback,0,9783319585352,,cs,2017,springer,,"third international conference itap 2017. part of hcii2017, vancouver, canada, 9-14 july 2017, part ii.","human aspects of it for the aged population: applications, services and contexts, lncs 10298"
3980,proceedings,1,paperback,0,9783319585291,,cs,2017,springer,,"third international conference itap 2017. part of hcii2017, vancouver, canada, 9-14 july 2017, part i.","human aspects of it for the aged population: aging, design and user experience, lncs 10297"
3981,proceedings,1,paperback,0,9783319585086,,cs,2017,springer,,"4th international conference lct 2017. part of hcii2017, vancouver, canada, 9-14 july 2017, part i.","learning and collaboration technologies: novel learning ecosystems, lncs 10295"
3982,proceedings,1,paperback,0,,,cs,2017,springer,,"third international conference itap 2017. part of hcii2017, vancouver, canada, 9-14 july 2017, part i.",
3983,proceedings,1,paperback,0,9783319585147,,cs,2017,springer,,"4th international conference lct 2017. part of hcii2017, vancouver, canada, 9-14 july 2017, part ii.","learning and collaboration technologies: technology in education, lncs 10296"
3984,proceedings,1,paperback,0,9783319587493,,cs,2017,springer,,"posters' extented abstracts, hcii2017, vancouver, canada, 9-14 july 2017, part i.","hci international 2017 - posters' extented abstracts, 713"
3985,proceedings,1,paperback,0,9783319587523,,cs,2017,springer,,"posters' extented abstracts, hcii2017, vancouver, canada, 9-14 july 2017, part ii.","hci international 2017 - posters' extented abstracts, 714"
3986,book,1,paperback,0,9781601987969,,cs,2013,foundations and trends,,in contrast to persuasive technology where it is known in advance what option is supposed to be chosen the book focuses on systems that help people choose for themselves.,choice architecture for human-computer interaction
3987,proceedings,1,paperback,0,9783319720371,,,2017,spriber,,"proceedings of the 9th international conference ihci 2017, evry france, december 11-13 2017",intelligent human-computer interaction
3988,book,1,paperback,0,978012802950,,,2017,,,,"research methods in human-computer-interaction, second edition"
3989,book,1,paperback,0,978730243174,,cs,2018,wqbook,,,human-computer interaction – 5th ed. (in chinese).
3990,proceedings,1,,0,9788409027095,cd,,2018,iamed org,,"proceedings of the 10th international conference on education and new learning technologies, palma, spain, 2-4/7/2018.",edulearn 18 proceedings
3991,,1,,0,,,,,,,,"rhythm, play and interaction"
3992,book,1,hardbound,0,9783319678481,,cs,2018,springer,,,"rhythm, play and interaction design"
3993,book,2,hardbound,0,9783319585499,,cs,2018,springer,,,"museum experience design: crouds, ecosystems and novel technologies"
3994,book,2,hardbound,0,9783319545011,,cs,2017,springer,,hy 469. this book provides an in-depth exploration of the field of augmented reality (ar) in its entirety and sets out to distinguish ar from other intyer-related technologies like virtual reality (vr) and mixed reality (mr).,augmented reality: where we will all live
3995,book,1,hardbound,0,978331951643,,cs,2017,springer,,hy 469,"serious games and edutainment applications, volume ii"
3996,book,1,hardbound,0,978331975027-9,,cs,2018,springer,,hy 469,"breaking down barriers: usability, accessibility and  inclusive design"
3997,book,1,hardbound,0,9783319266312,,cs,2016,springer,,hy 469,modern statistical methods for hci
3998,book,1,hardbound,0,9783319726519,,cs,2018,springer,,hy 569,information modelling for archaeology and anthropology
3999,book,1,paperback,0,9783319516547,,cs,2017,springer,,hy 364,pervasive computing: engineering smart systems
4000,proceedings,1,,0,9783031065088,,cs,2022,springer,,"proceedings of hci 2022, 26 june-1 july 2022, part ii, lncs 13306.",human interface and the management of information: applications in complex technological environments
4001,book,1,paperback,0,9783319680170,,cs,2017,springer,,hy 364,smart homes and their users
4002,book,1,paperback,0,9783319565316,,cs,2017,springer,,hy 364,building an intuitive multimodal interface for a smart home: hunting the snark
4003,proceedings,1,,0,9783031176142,,cs,2022,springer,,"proceedingw of 24th hcii 2022, 26 june-1 july, lncs 13516.","hci international 2-22-late breaking papers: design, user experience and interaction"
4004,book,1,paperback,0,9783319581200,,cs,2017,springer,,hy 364,"art, design and technology: collaboration and implementation"
4005,book,1,hardbound,0,9783319604343,,cs,2018,springer,,hy 364,internet of things and big data analytics towards next-generation intelligence
4006,book,1,hardbound,0,9789811044564,,cs,2017,springer,,hy 364,whole body interaction with public displays
4007,book,1,hardbound,0,9783319610726,,cs,2017,springer,,,"requirements engineering, fourth edition"
4008,book,1,hardbound,0,9783319706528,,cs,2017,springer,,,a psychology of user experience
4009,book,1,paperback,0,9781484229965,,cs,2017,ca press,,,agile ux storytelling: crafting stories for better softwre development
4010,book,2,paperback,0,9780945289555,,cs,2019,human factors & ergonomic society,,how to ask the right questions of the right people at the right time to get the information you nedd,questionnaire design
4011,proceedings,1,paperback,0,978331991466-4,,cs,2018,springer,,"proceedings of the 12th international conference ac 2018, part of hcii 2018, las vegas, 15-20 july 2018, part ii",augmented cognition: users and contexts lnai 10916
4012,proceedings,1,paperback,0,978331991124-3,,cs,2018,springer,,"proveedings of the 6th international conference, dapi 2018, part of hcii 2018, las vegas, 15-20/7/2018, part i.","distributed, ambeient and pervasive interactions: understanding humans, lmcs 10921"
4013,proceedings,1,paperback,0,978331991715-3,,cs,2018,springer,,"proceedings of the 5th international conference, hcibgo 2018, part of hcii 2018, las vegas, 15-20 july 2018.","hci in business, government and organisations, lncs 10923"
4014,proceedings,1,paperback,0,,,cs,2018,springer,,"proceedings of the 7th international conference, duxu 2018, las vegas, usa, 15-20/7/2018.","design, user experience, and usability: designing interactrions, lncs 10919, part ii"
4015,proceedings,1,paperback,0,9783319918051,,cs,2018,springer,,"proceedings of the 7th international conference, duxu 2018, part of hcii2018, las vegas, 15-20/7/2018.","design, user expereince, and usability: users, contexts and case studies, lncs 10920, part iii"
4016,proceedings,1,paperback,0,9783319913964,,cs,2018,springer,,"proceedings of the 9th international conference , dhm 2018, part of hcii 2018, las vegas, 15-20/7/2018.","digital human modeling: applications in health, safety, ergonomics and risk management, lncs 10917"
4017,proceedings,1,paperback,0,9783319917962,,cs,2018,springer,,"proceedings of the b7th international conference, duxu 2018, part of hcii 2018, las vegas, 15-20/7/20018.","design, user experience and usability: theory and practice, lncs 10918, part i"
4018,proceedings,1,paperback,0,9783319922690,,cs,2018,springer,,,"hci intenational 2018 - posters' extented abstracts, part 1"
4019,proceedings,1,paperback,0,9783319922843,,cs,2018,springer,,,"hci international 2018 - posters' extented abstracts, part 3"
4020,proceedings,1,paperback,0,9783319920337,,cs,2018,springer,,"proceedings of the 4th international conference, itap 2018, part of hci international 2018, las vegas usa 15-20/7/2018.","human aspects of it for the aged population: acceptance, communication and participation, lncs 10926, part i"
4021,proceedings,1,paperback,0,9783319920368,,cs,2018,springer,,"proceedings of the 4th international conference itap 2018, part of hci international 2018, las vegas usa, 15-20/7/2018","human aspects of it for the aged population: applications in health assistance and entertainment lncs10927, part ii"
4022,proceedings,1,paperback,0,9783319911304,,cs,2018,springer,,"proceedings of the 6th international conference dapi 2018, part of hcii 2018, las vegas, usa, 15-20/7/2018.","distributed, ambient and pervasive interactions: technologies and contexts, lncs 10922, part ii"
4023,proceedings,1,paperback,0,9783319917429,,cs,2018,springer,,"proceedings of the 5th international conference, lct 2018, part of hcii 2018, las vegas, usa, 15-20/7/2018.","learning and collaboration technologies: design, development and technological innovation, lncs 10924, part i"
4024,proceedings,1,paperback,0,9783319911519,,cs,2018,springer,,"proceedings of the 5th international conference, lct 2018, part of hcii 2018, las vegas, 15-20/7/2018.","learning and collaboration technologies: learning and teaching lncs 10925, part ii"
4025,proceedings,1,paperback,0,9783319914695,,cs,2018,springer,,"proceedings of the 12th international conference, ac 2018, part of hcii 2018, las vegas usa, 15-20/7/2018.","augmented cognition: intelligent technologies, lnai 10915, part i"
4026,proceedings,1,paperback,0,9783319912370,,cs,2018,springer,,"proceedings of the 20th interantional conference, hcii 2018, las vegas, usa, 15-20/7/2018.","human-computer interaction: theories, methods, and human issues, lncs 10901, part i"
